,leadId
6138,5190864
6139,5191513
6140,5192327
6141,5193770
6142,5194851
6143,5195477
6144,5197301
6145,5201005
6146,5222642
6147,5229614
6148,9622195
6149,12569406
6150,12980843
6151,13144759
6152,5222845
6153,5288648
6154,5275122
6155,5222744
6156,5196186
6157,5208560
6158,5190477
6159,5227132
6160,5285274
6161,5244742
6162,5186682
6163,5298198
6164,5193626
6165,5455095
6166,5205120
6167,5277019
6168,5305222
6169,5366014
6170,5332834
6171,5192651
6172,5341885
6173,5361774
6174,5423734
6175,5206467
6176,5364527
6177,6929338
6178,5205857
6179,5202260
6180,5282436
6181,5260173
6182,5191005
6183,5222327
6184,5199191
6185,5276511
6186,5226316
6187,5298411
6188,5185219
6189,5266685
6190,5191498
6191,5262978
6192,5242574
6193,8387852
6194,5357444
6195,5367268
6196,5454486
6197,9593719
6198,9315314
6199,5232587
6200,5305282
6201,5188073
6202,5369241
6203,5452535
6204,5282942
6205,5216435
6206,5296514
6207,5291829
6208,5217351
6209,5932039
6210,5277998
6211,5935487
6212,5313946
6213,5548106
6214,5250858
6215,5344214
6216,5204982
6217,5246851
6218,5581630
6219,5368726
6220,6857911
6221,5264927
6222,5205262
6223,7195325
6224,5204950
6225,5184768
6226,5196303
6227,8826065
6228,9148190
6229,5341022
6230,5184918
6231,5200811
6232,5350880
6233,5254260
6234,5206103
6235,10581896
6236,5363374
6237,5277032
6238,11689034
6239,9581823
6240,11643467
6241,11821686
6242,5284802
6243,5189616
6244,12095772
6245,9309505
6246,12097810
6247,5306421
6248,5458437
6249,5367646
6250,5299766
6251,5296319
6252,5194029
6253,5192584
6254,11021503
6255,5302219
6256,13291094
6257,5356171
6258,5225136
6259,5298081
6260,13221220
6261,5225395
6262,13920591
6263,13807869
6264,12443403
6265,5272653
6266,5253141
6267,5197334
6268,6578097
6269,5184845
6270,5185127
6271,5281818
6272,5190335
6273,5317145
6274,5209234
6275,5199293
6276,5218297
6277,7860542
6278,5274624
6279,7930448
6280,5221625
6281,5306572
6282,8311211
6283,9038026
6284,5283819
6285,5220968
6286,5187154
6287,5202799
6288,5273354
6289,5247756
6290,5213495
6291,5207194
6292,5251447
6293,5202743
6294,12397228
6295,11220354
6296,5309007
6297,5208017
6298,7880255
6299,5260208
6300,13226035
6301,5369215
6302,5329109
6303,5369513
6304,5191520
6305,5185327
6306,5249751
6307,5214792
6308,5342354
6309,6064559
6310,6200048
6311,5359925
6312,5204409
6313,6213868
6314,6264113
6315,6412273
6316,6579231
6317,5192431
6318,5361434
6319,5192512
6320,5260214
6321,5245400
6322,5196737
6323,5277617
6324,5188747
6325,5185450
6326,5441505
6327,5466994
6328,7821805
6329,5295005
6330,5354957
6331,6113871
6332,7916814
6333,5215497
6334,6894060
6335,5339635
6336,8117685
6337,8397267
6338,8424791
6339,5185961
6340,5217486
6341,8611826
6342,5198400
6343,5203876
6344,5223413
6345,5225585
6346,5274189
6347,9049047
6348,5435012
6349,8612017
6350,8846430
6351,9198004
6352,5317871
6353,5263809
6354,9257658
6355,8614152
6356,5190316
6357,9527983
6358,5210282
6359,9808968
6360,5278516
6361,5203817
6362,5317590
6363,5185833
6364,5284549
6365,11444840
6366,5317438
6367,5285539
6368,11583579
6369,5444054
6370,6516972
6371,5353056
6372,12696099
6373,5195149
6374,12866279
6375,5212635
6376,5253266
6377,5194233
6378,12725472
6379,5185607
6380,12288653
6381,5194574
6382,5208284
6383,5206924
6384,5188991
6385,5189109
6386,5326497
6387,5192533
6388,5300184
6389,5282862
6390,5308778
6391,5185991
6392,5188050
6393,5222381
6394,5288071
6395,5264167
6396,5217278
6397,5255386
6398,5205665
6399,9622266
6400,5205589
6401,5361808
6402,5214673
6403,5199085
6404,5347114
6405,5206752
6406,5308402
6407,5368841
6408,5368663
6409,5188542
6410,5251577
6411,5453978
6412,5315702
6413,5188270
6414,5262632
6415,6704016
6416,5288524
6417,5228762
6418,5195497
6419,5233792
6420,5261095
6421,5231740
6422,5265190
6423,5367629
6424,5255133
6425,6289159
6426,9500157
6427,5202898
6428,5190387
6429,5205023
6430,5233271
6431,5251260
6432,5315763
6433,5303375
6434,5274899
6435,5185925
6436,5314981
6437,5215762
6438,5245806
6439,5202735
6440,5257216
6441,5241435
6442,5202574
6443,5202033
6444,5203505
6445,5336849
6446,5245384
6447,5212066
6448,5200899
6449,5368276
6450,5268729
6451,5201567
6452,5206002
6453,5249135
6454,5206829
6455,5399146
6456,5330570
6457,9294462
6458,5186644
6459,5194704
6460,5420003
6461,5287163
6462,5283054
6463,5252822
6464,9231936
6465,5318061
6466,10336537
6467,5191293
6468,11086006
6469,5246530
6470,5189171
6471,5368874
6472,5301732
6473,5194203
6474,5609292
6475,5299352
6476,5228840
6477,5227753
6478,5207485
6479,5300621
6480,5369356
6481,5192992
6482,5191402
6483,5797116
6484,5221385
6485,5219359
6486,5920579
6487,6122289
6488,5279667
6489,5315048
6490,5280382
6491,5212649
6492,6666653
6493,6795062
6494,5368045
6495,5214903
6496,5425598
6497,5208459
6498,5268195
6499,5201317
6500,5194175
6501,5201238
6502,5268199
6503,6185045
6504,5212354
6505,5193916
6506,8196845
6507,5261074
6508,5185623
6509,5216137
6510,5230335
6511,5232034
6512,8877043
6513,8587257
6514,5447110
6515,5247960
6516,5989575
6517,10499950
6518,5239324
6519,5313285
6520,10440070
6521,11069042
6522,5187901
6523,11076338
6524,9321925
6525,5335520
6526,5210854
6527,5229774
6528,5290047
6529,5202381
6530,5272172
6531,5303051
6532,5259932
6533,10319942
6534,5369144
6535,5191776
6536,5366999
6537,5259615
6538,12236254
6539,12209535
6540,5237608
6541,5215778
6542,5192982
6543,5226252
6544,5309220
6545,5346188
6546,10174106
6547,5205791
6548,5293295
6549,5222913
6550,5277662
6551,5245308
6552,5204708
6553,5279758
6554,10847663
6555,5240558
6556,5201932
6557,5333340
6558,12663504
6559,12828127
6560,9297740
6561,5239255
6562,13016183
6563,5499358
6564,5244277
6565,13538745
6566,13217190
6567,13087034
6568,5467898
