cnpj,data_base,porte,origem
17262516000107,2022-07-01,Small,Indicação
17271847000103,2018-09-01,SEM PORTE DEFINIDO,Lista ativa
17293819000197,2022-05-01,Middle,Evento
17323862000158,2022-04-01,Very Small,Lista ativa
17350697000123,2019-08-01,SEM PORTE DEFINIDO,Lista ativa
17357065000191,2021-07-01,Middle,Lista ativa
17361033000160,2021-05-01,Very Small,Lista ativa
17390571000182,2019-03-01,SEM PORTE DEFINIDO,Lista ativa
17398612000187,2019-09-01,SEM PORTE DEFINIDO,Lista ativa
17407648000180,2020-06-01,Very small,Lista ativa
17409294000102,2021-06-01,Very small,Lista ativa
17438642000170,2018-12-01,SEM PORTE DEFINIDO,Lista ativa
17450002000185,2020-11-01,Very small,Passiva mkt
17463793000188,2021-08-01,Very small,Lista ativa
17486252000175,2020-05-01,Middle,Lista ativa
17488906000108,2021-03-01,Very Small,Lista ativa
17530505000160,2021-05-01,Small,Lista ativa
17539329000128,2018-10-01,SEM PORTE DEFINIDO,Lista ativa
17541867000157,2019-03-01,SEM PORTE DEFINIDO,Lista ativa
17549929000177,2020-11-01,Very small,Lista ativa
17559001000173,2021-07-01,Small,Lista ativa
17563207000177,2020-09-01,Very small,Lista ativa
17579024000140,2019-06-01,SEM PORTE DEFINIDO,Lista ativa
17599849000126,2022-06-01,Small,Evento
17604715000156,2019-07-01,SEM PORTE DEFINIDO,Lista ativa
17620440000144,2018-10-01,SEM PORTE DEFINIDO,Lista ativa
17658299000179,2018-10-01,SEM PORTE DEFINIDO,Lista ativa
17682570000101,2021-05-01,Middle,Passiva mkt
17688464000135,2019-06-01,SEM PORTE DEFINIDO,Lista ativa
17706936000135,2020-05-01,SEM PORTE DEFINIDO,Lista ativa
17717920000128,2018-10-01,SEM PORTE DEFINIDO,Lista ativa
17724845000122,2021-01-01,Very small,Indicação
17730478000250,2022-10-01,Small,Lista ativa
17763911000920,2021-04-01,Middle,Indicação
17819084000192,2018-06-01,SEM PORTE DEFINIDO,Lista ativa
17836484000106,2021-02-01,Very Small,Passiva mkt
17897973000178,2018-12-01,SEM PORTE DEFINIDO,Lista ativa
17909293000127,2022-06-01,Small,Lista ativa
17911429000133,2021-09-01,Small,Passiva mkt
17933100000173,2021-02-01,Very Small,Lista ativa
17939395000195,2022-10-01,Middle,Lista ativa
17964027000105,2019-03-01,Very small,Indicação
17973056000125,2020-07-01,SEM PORTE DEFINIDO,Lista ativa
17974005000118,2022-01-01,Small,Lista ativa
18011865000119,2020-12-01,Small,Lista ativa
18055283000134,2021-04-01,Small,Lista ativa
18070135000199,2020-06-01,Very small,Passiva mkt
18093100000175,2022-08-01,Small,Evento
18109057000199,2021-07-01,Small,Lista ativa
18111868000124,2021-09-01,Small,Lista ativa
18137967000185,2022-09-01,Small,Lista ativa
18138450000100,2021-02-01,Very small,Passiva mkt
18141646000154,2021-01-01,Small,Evento
18180788000120,2021-05-01,Small,Links patrocinados
18189378000140,2022-10-01,Small,Passiva mkt
18191583000140,2019-05-01,SEM PORTE DEFINIDO,Lista ativa
18210918000120,2019-12-01,Small,Lista ativa
18210964000120,2021-03-01,Middle,Lista ativa
18216186000186,2022-08-01,Middle,Evento
18237798000155,2021-10-01,Very Small,Evento
18263550000169,2022-03-01,Small,Lista ativa
18294533000199,2022-07-01,Small,Passiva mkt
18295221000108,2019-12-01,SEM PORTE DEFINIDO,Lista ativa
18312150000104,2020-07-01,Small,Lista ativa
18319210000102,2021-01-01,Middle,Indicação
18359268000180,2021-08-01,Middle,Passiva mkt
18381997000132,2022-10-01,Large,Lista ativa
18457536000104,2021-02-01,Small,Indicação
18466149000126,2022-02-01,Middle,Evento
18467437000103,2022-03-01,Large,Lista ativa
18477398000117,2018-01-01,SEM PORTE DEFINIDO,Lista ativa
18502596000193,2020-08-01,Small,Lista ativa
18504813000184,2022-09-01,Very Small,Lista ativa
18520427000186,2020-05-01,Small,Passiva mkt
18529841000156,2019-06-01,SEM PORTE DEFINIDO,Lista ativa
18594826000191,2019-09-01,SEM PORTE DEFINIDO,Lista ativa
18608540000118,2020-10-01,Small,Passiva mkt
18683549000193,2021-09-01,Middle,Passiva mkt
18686660000133,2021-09-01,Small,Lista ativa
18749444000190,2022-07-01,Very small,Evento
18780413000100,2019-06-01,SEM PORTE DEFINIDO,Lista ativa
18803842000147,2022-02-01,Small,Lista ativa
18809336000165,2022-02-01,Middle,Lista ativa
18839098000130,2019-08-01,SEM PORTE DEFINIDO,Lista ativa
18848300000190,2019-10-01,SEM PORTE DEFINIDO,Lista ativa
18850116000185,2020-08-01,Large,Passiva mkt
18899908000144,2021-05-01,Very Small,Links patrocinados
18910527000119,2021-08-01,Very small,Lista ativa
18915944000154,2017-08-01,SEM PORTE DEFINIDO,Lista ativa
18921037000118,2021-05-01,Middle,Lista ativa
18928339000118,2020-09-01,Small,Passiva mkt
18952217000167,2019-10-01,SEM PORTE DEFINIDO,Lista ativa
18965125000111,2020-08-01,SEM PORTE DEFINIDO,Lista ativa
19011529000139,2022-01-01,Middle,Lista ativa
19023668000182,2022-01-01,Small,Lista ativa
19037821000120,2020-06-01,Very small,Indicação
19039534000150,2021-01-01,Small,Lista ativa
19092165000169,2018-08-01,SEM PORTE DEFINIDO,Lista ativa
19097645000112,2022-02-01,Very small,Lista ativa
19151741000100,2022-09-01,Small,Passiva mkt
19174098000121,2019-06-01,SEM PORTE DEFINIDO,Lista ativa
19180088000107,2020-11-01,Very small,Lista ativa
19196021000152,2022-05-01,Middle,Passiva mkt
19212784000140,2021-12-01,Small,Lista ativa
19218849000164,2021-02-01,Small,Lista ativa
19243635000148,2021-03-01,Very Small,Indicação
19243926000136,2021-04-01,Small,Lista ativa
19250429000165,2020-06-01,Very small,Lista ativa
19260316000140,2021-06-01,Small,Lista ativa
19260506000168,2021-05-01,Small,Passiva mkt
19317018000140,2020-01-01,SEM PORTE DEFINIDO,Lista ativa
19331992000168,2022-02-01,Small,Lista ativa
19332580000142,2022-03-01,Small,Passiva mkt
19344716000134,2022-09-01,Very small,Passiva mkt
19355447000101,2021-03-01,Very Small,Passiva mkt
19368037000103,2021-10-01,Small,Passiva mkt
19373417000128,2019-06-01,SEM PORTE DEFINIDO,Lista ativa
19376162000157,2022-06-01,Small,Passiva mkt
19382418000139,2018-11-01,Small,Lista ativa
19438719000137,2020-11-01,Very small,Indicação
19468242000132,2019-05-01,SEM PORTE DEFINIDO,Lista ativa
19509519000128,2020-02-01,Large,Lista ativa
19554911000199,2019-03-01,SEM PORTE DEFINIDO,Lista ativa
19593175000188,2021-03-01,Small,Lista ativa
19594298000133,2019-08-01,SEM PORTE DEFINIDO,Lista ativa
19657056000141,2021-02-01,Very small,Evento
19663743000170,2019-11-01,SEM PORTE DEFINIDO,Lista ativa
19690740000125,2017-11-01,Small,Lista ativa
19700505000197,2021-03-01,Middle,Lista ativa
19773895000125,2019-03-01,SEM PORTE DEFINIDO,Lista ativa
19784459000151,2021-08-01,Small,Lista ativa
19797284000117,2017-03-01,SEM PORTE DEFINIDO,Lista ativa
19801785000120,2021-03-01,Very Small,Lista ativa
19834438000101,2020-12-01,Middle,Passiva mkt
19834560000170,2019-06-01,SEM PORTE DEFINIDO,Lista ativa
19847182000169,2018-11-01,Small,Lista ativa
19859338000121,2022-07-01,Small,Lista ativa
19874652000183,2021-05-01,Large,Evento
19888040000140,2020-09-01,Small,Lista ativa
19922184000256,2020-07-01,Middle,Lista ativa
19945014000106,2019-12-01,SEM PORTE DEFINIDO,Lista ativa
19950915000196,2022-03-01,Very small,Indicação
19955093000136,2020-02-01,SEM PORTE DEFINIDO,Lista ativa
19973907000165,2018-09-01,Large,Indicação
19978047000152,2022-04-01,Small,Lista ativa
20009629000100,2021-08-01,Middle,Lista ativa
20068162000179,2022-06-01,Small,Lista ativa
20103267000111,2022-06-01,Very small,Lista ativa
20129023000108,2017-09-01,SEM PORTE DEFINIDO,Lista ativa
20138832000186,2020-11-01,Very small,Lista ativa
20183726000114,2017-10-01,SEM PORTE DEFINIDO,Lista ativa
20188729000140,2018-12-01,SEM PORTE DEFINIDO,Lista ativa
20232446000159,2021-04-01,Small,Lista ativa
20239581000126,2022-03-01,Small,Lista ativa
20259302000196,2019-07-01,SEM PORTE DEFINIDO,Lista ativa
20268639000160,2022-02-01,Small,Lista ativa
20280412000130,2021-12-01,Small,Evento
20283712000172,2021-01-01,Small,Passiva mkt
20296818000100,2021-11-01,Very small,Passiva mkt
20306689000194,2019-07-01,SEM PORTE DEFINIDO,Lista ativa
20327872000176,2022-07-01,Middle,Evento
20334805000189,2019-03-01,Middle,Passiva mkt
20335449000118,2022-02-01,Very small,Passiva mkt
20353275000116,2020-04-01,SEM PORTE DEFINIDO,Lista ativa
20369278000148,2022-08-01,Very small,Passiva mkt
20372291000156,2020-02-01,SEM PORTE DEFINIDO,Lista ativa
20382876000157,2022-03-01,Very small,Passiva mkt
20442044000189,2021-04-01,Small,Evento
20507505000154,2021-02-01,Small,Passiva mkt
20513804000100,2021-10-01,Very Small,Passiva mkt
20520126000102,2021-01-01,Very Small,Evento
20520815000109,2018-12-01,SEM PORTE DEFINIDO,Lista ativa
20535173000111,2019-09-01,SEM PORTE DEFINIDO,Lista ativa
20585961000465,2021-04-01,Very Small,Passiva mkt
20609218000155,2021-06-01,Very Small,Lista ativa
20611123000176,2017-10-01,SEM PORTE DEFINIDO,Lista ativa
20635644000163,2019-09-01,SEM PORTE DEFINIDO,Lista ativa
20692157000132,2021-05-01,Very small,Passiva mkt
20704757000173,2021-03-01,Small,Lista ativa
20711285000186,2019-05-01,SEM PORTE DEFINIDO,Lista ativa
20716559000120,2022-08-01,Very Small,Links patrocinados
20736859000170,2022-09-01,Middle,Lista ativa
20738490000135,2022-01-01,Small,Passiva mkt
20787854000177,2021-01-01,Very Small,Lista ativa
20832326000192,2020-07-01,SEM PORTE DEFINIDO,Lista ativa
20833732000170,2020-05-01,Very small,Passiva mkt
20837722000102,2020-02-01,SEM PORTE DEFINIDO,Lista ativa
20876318000148,2021-11-01,Small,Lista ativa
20905939000102,2020-03-01,Small,Passiva mkt
20926672000130,2019-04-01,SEM PORTE DEFINIDO,Lista ativa
20934257000128,2019-09-01,SEM PORTE DEFINIDO,Lista ativa
20937130000162,2020-10-01,Middle,Lista ativa
20955046000171,2018-05-01,SEM PORTE DEFINIDO,Lista ativa
20956099000107,2021-08-01,Very Small,Evento
20959808000108,2020-07-01,Middle,Lista ativa
20966517000147,2019-05-01,SEM PORTE DEFINIDO,Lista ativa
20966646000135,2017-10-01,SEM PORTE DEFINIDO,Lista ativa
20977817000121,2020-07-01,Small,Lista ativa
20978254000196,2018-07-01,Small,Indicação
20981218000181,2019-09-01,SEM PORTE DEFINIDO,Lista ativa
20982289000107,2021-10-01,Middle,Passiva mkt
20993342000167,2021-01-01,Small,Passiva mkt
21003099000155,2020-06-01,SEM PORTE DEFINIDO,Lista ativa
21039749000112,2021-08-01,Small,Lista ativa
21050733000100,2019-09-01,Middle,Evento
21075365000155,2017-09-01,Small,Evento
21101468000142,2021-06-01,Middle,Lista ativa
21116022000191,2022-06-01,Small,Links patrocinados
21118050000148,2020-01-01,Very small,Lista ativa
21130478000106,2019-06-01,Middle,Evento
21140509000100,2022-03-01,Small,Lista ativa
21155724000184,2020-07-01,Small,Evento
21160612000111,2020-05-01,Very small,Evento
21160979000135,2021-07-01,Small,Lista ativa
21196219000188,2020-01-01,SEM PORTE DEFINIDO,Lista ativa
21217033000168,2022-04-01,Small,Passiva mkt
21230335000176,2022-02-01,Small,Lista ativa
21239198000130,2020-07-01,Very small,Lista ativa
21239570000109,2020-10-01,Very small,Lista ativa
21240537000107,2021-11-01,Very Small,Lista ativa
21278305000130,2020-01-01,Small,Lista ativa
21306728000116,2022-08-01,Large,Evento
21333808000160,2021-11-01,Very small,Lista ativa
21370386000101,2021-08-01,Middle,Lista ativa
21370725000141,2020-02-01,Small,Lista ativa
21389427000101,2022-03-01,Small,Lista ativa
21423671000135,2015-10-01,Middle,Indicação
21438434000148,2022-02-01,Middle,Lista ativa
21444981000136,2021-09-01,Middle,Passiva mkt
21505378000117,2022-06-01,Middle,Lista ativa
21519937000148,2021-04-01,Middle,Lista ativa
21524611000109,2021-02-01,Small,Evento
21525644000173,2017-10-01,SEM PORTE DEFINIDO,Lista ativa
21544147000112,2019-05-01,SEM PORTE DEFINIDO,Lista ativa
21560411000101,2021-04-01,Small,Lista ativa
21564147000184,2022-08-01,Middle,Links patrocinados
21580069000101,2020-08-01,Very small,Evento
21601865000183,2018-11-01,SEM PORTE DEFINIDO,Lista ativa
21614157000187,2020-04-01,SEM PORTE DEFINIDO,Lista ativa
21674529000160,2018-05-01,SEM PORTE DEFINIDO,Lista ativa
21693016000105,2019-11-01,SEM PORTE DEFINIDO,Lista ativa
21707958000197,2022-04-01,Middle,Lista ativa
21709515000135,2022-07-01,Small,Lista ativa
21709948000190,2021-12-01,Middle,Lista ativa
21716549000157,2022-03-01,Small,Indicação
21717348000174,2020-05-01,Very small,Lista ativa
21748841000151,2019-01-01,SEM PORTE DEFINIDO,Lista ativa
21773912000176,2021-04-01,Very small,Lista ativa
21798295000163,2021-08-01,Middle,Lista ativa
21825130000133,2021-08-01,Very small,Links patrocinados
21869286000116,2021-11-01,Small,Lista ativa
21871212000114,2021-09-01,Middle,Passiva mkt
21878346000167,2021-12-01,Small,Lista ativa
21899982000175,2022-01-01,Small,Links patrocinados
21922069000142,2020-06-01,Very small,Lista ativa
21978293000156,2019-05-01,SEM PORTE DEFINIDO,Lista ativa
21984285000112,2022-10-01,Middle,Lista ativa
22003371000160,2019-06-01,SEM PORTE DEFINIDO,Lista ativa
22009491000174,2021-03-01,Small,Lista ativa
22058902000111,2020-12-01,Middle,Lista ativa
22083005000168,2020-11-01,Very small,Evento
22084275000193,2020-10-01,SEM PORTE DEFINIDO,Lista ativa
22091954000190,2017-12-01,Middle,Lista ativa
22100701000135,2022-04-01,Very small,Evento
22102480000134,2019-01-01,SEM PORTE DEFINIDO,Lista ativa
22143068000162,2020-09-01,SEM PORTE DEFINIDO,Lista ativa
22152318000120,2021-05-01,Middle,Lista ativa
22164841000177,2021-09-01,Very Small,Lista ativa
22173113000121,2020-05-01,SEM PORTE DEFINIDO,Lista ativa
22198308000126,2021-08-01,Small,Lista ativa
22206715000138,2020-09-01,Very small,Lista ativa
22229158000170,2022-04-01,Middle,Lista ativa
22233581000144,2020-12-01,Middle,Lista ativa
22235892000142,2021-10-01,Small,Lista ativa
22265703000184,2021-09-01,Middle,Passiva mkt
22288536000197,2021-03-01,Very Small,Lista ativa
22314937000174,2018-09-01,SEM PORTE DEFINIDO,Lista ativa
22342645000145,2021-08-01,Small,Passiva mkt
22342724000156,2021-05-01,Very Small,Passiva mkt
22351872000137,2021-10-01,Small,Lista ativa
22379394000173,2018-11-01,Small,Lista ativa
22380101000178,2019-12-01,SEM PORTE DEFINIDO,Lista ativa
22404676000183,2021-05-01,Very small,Lista ativa
22430241000294,2022-09-01,Small,Lista ativa
22433524000109,2020-07-01,Very small,Lista ativa
22464351000196,2020-05-01,SEM PORTE DEFINIDO,Lista ativa
22478954000147,2018-10-01,SEM PORTE DEFINIDO,Lista ativa
22493902000140,2019-09-01,Middle,Lista ativa
22502695000142,2021-01-01,Very Small,Lista ativa
22565561000170,2022-05-01,Middle,Lista ativa
22582385000185,2019-06-01,SEM PORTE DEFINIDO,Lista ativa
22588947000106,2019-08-01,Small,Lista ativa
22635188000187,2020-08-01,Very small,Lista ativa
22687094000151,2018-12-01,SEM PORTE DEFINIDO,Lista ativa
22726348000101,2021-02-01,Small,Passiva mkt
22744232000197,2020-03-01,SEM PORTE DEFINIDO,Lista ativa
22754260000195,2020-12-01,Very small,Lista ativa
22774156000162,2020-06-01,Very small,Evento
22779002000163,2021-05-01,Small,Lista ativa
22779150000188,2019-03-01,SEM PORTE DEFINIDO,Lista ativa
22782463000195,2020-11-01,Very small,Lista ativa
22787954000129,2022-03-01,Small,Lista ativa
22829573000165,2022-07-01,Small,Lista ativa
22860908000108,2022-06-01,Small,Lista ativa
22870816000109,2019-03-01,Middle,Evento
22940529000128,2017-07-01,SEM PORTE DEFINIDO,Lista ativa
22949096000171,2021-03-01,Middle,Lista ativa
22949142000132,2017-05-01,Very small,Lista ativa
22951899000160,2018-07-01,SEM PORTE DEFINIDO,Lista ativa
22956659000159,2020-07-01,Middle,Lista ativa
22962561000104,2021-03-01,Small,Lista ativa
22968524000103,2021-06-01,Middle,Lista ativa
22970241000104,2019-09-01,SEM PORTE DEFINIDO,Lista ativa
23010291000102,2022-05-01,Small,Lista ativa
23013954000134,2020-07-01,SEM PORTE DEFINIDO,Lista ativa
23020028000196,2021-12-01,Small,Passiva mkt
23024472000180,2019-02-01,SEM PORTE DEFINIDO,Lista ativa
23053153000283,2022-07-01,Small,Lista ativa
23065772000107,2022-04-01,Very Small,Lista ativa
23074873000144,2018-10-01,Small,Passiva mkt
23102666000156,2018-12-01,SEM PORTE DEFINIDO,Lista ativa
23104344000146,2021-05-01,Small,Evento
23106216000131,2020-11-01,Middle,Evento
23112066000179,2019-05-01,SEM PORTE DEFINIDO,Lista ativa
23146711000174,2022-09-01,Small,Lista ativa
23160689000117,2021-12-01,Small,Lista ativa
23161145000170,2021-09-01,Very small,Indicação
23161590000130,2022-03-01,Small,Evento
23169517000104,2022-03-01,Very small,Lista ativa
23219767000101,2021-05-01,Very Small,Passiva mkt
23236392000198,2022-08-01,Middle,Lista ativa
23240029000146,2022-01-01,Very small,Lista ativa
23248386000150,2022-06-01,Small,Evento
23251141000182,2021-08-01,Small,Lista ativa
23253380000171,2019-03-01,SEM PORTE DEFINIDO,Lista ativa
23256180000172,2021-03-01,Small,Lista ativa
23256282000198,2019-08-01,SEM PORTE DEFINIDO,Lista ativa
23280481000131,2021-07-01,Small,Lista ativa
23284876000102,2019-09-01,SEM PORTE DEFINIDO,Lista ativa
23285160000120,2021-10-01,Small,Lista ativa
23291627000144,2020-02-01,SEM PORTE DEFINIDO,Lista ativa
23310601000104,2019-03-01,SEM PORTE DEFINIDO,Lista ativa
23314594000100,2019-01-01,Large,Indicação
23319862000187,2021-09-01,Very Small,Passiva mkt
23334555000175,2020-05-01,SEM PORTE DEFINIDO,Lista ativa
23360407000125,2021-07-01,Small,Links patrocinados
23372813000108,2021-08-01,Small,Lista ativa
23376963000190,2019-05-01,SEM PORTE DEFINIDO,Lista ativa
23387595000185,2021-02-01,Very Small,Passiva mkt
23393418000101,2019-04-01,SEM PORTE DEFINIDO,Lista ativa
23411020000150,2021-04-01,Small,Evento
23411825000102,2021-05-01,Middle,Indicação
23412408000176,2021-03-01,Small,Lista ativa
23442093000100,2022-03-01,Small,Passiva mkt
23467074000138,2021-08-01,Very Small,Lista ativa
23472682000130,2022-10-01,Very small,Lista ativa
23476033000108,2021-07-01,Middle,Lista ativa
23502561000194,2021-03-01,Small,Lista ativa
23504040000176,2021-11-01,Middle,Passiva mkt
23515431000196,2018-08-01,SEM PORTE DEFINIDO,Lista ativa
23518455000107,2022-06-01,Small,Evento
23532878000173,2020-12-01,Small,Indicação
23533614000134,2021-03-01,Very Small,Evento
23539456000120,2021-01-01,Small,Passiva mkt
23543006000100,2019-09-01,SEM PORTE DEFINIDO,Lista ativa
23563417000168,2019-05-01,Very small,Passiva mkt
23616623000199,2021-02-01,Very Small,Passiva mkt
23634794000221,2019-05-01,SEM PORTE DEFINIDO,Lista ativa
23636564000110,2022-06-01,Middle,Lista ativa
23643790000129,2020-12-01,Very small,Passiva mkt
23647531000176,2021-03-01,Very Small,Evento
23661687000101,2022-02-01,Very small,Passiva mkt
23675434000197,2017-10-01,SEM PORTE DEFINIDO,Lista ativa
23687499000152,2018-08-01,SEM PORTE DEFINIDO,Lista ativa
23689444000181,2019-02-01,SEM PORTE DEFINIDO,Lista ativa
23751115000113,2019-10-01,SEM PORTE DEFINIDO,Lista ativa
23755978000169,2020-12-01,Very small,Lista ativa
23768546000192,2021-09-01,Small,Passiva mkt
23776682000124,2019-06-01,SEM PORTE DEFINIDO,Lista ativa
23785988000147,2020-08-01,Middle,Lista ativa
23799909000157,2021-04-01,Small,Lista ativa
23813779000160,2021-08-01,Small,Passiva mkt
23829892000133,2021-11-01,Small,Lista ativa
23845741000179,2019-09-01,SEM PORTE DEFINIDO,Lista ativa
23846779000166,2021-12-01,Small,Evento
23863235000102,2021-06-01,Small,Passiva mkt
23871623000135,2020-12-01,Very small,Indicação
23883644000170,2022-05-01,Small,Links patrocinados
23892395000180,2022-07-01,Very small,Indicação
23943826000190,2019-09-01,SEM PORTE DEFINIDO,Lista ativa
23946766000169,2020-04-01,Very small,Lista ativa
23952060000100,2021-01-01,Small,Evento
23961491000132,2021-11-01,Small,Evento
23971135000108,2021-12-01,Small,Passiva mkt
23972351000160,2019-12-01,SEM PORTE DEFINIDO,Lista ativa
24002611000137,2021-01-01,Middle,Lista ativa
24013278000404,2020-02-01,Large,Evento
24028001000102,2019-09-01,SEM PORTE DEFINIDO,Lista ativa
24042686000141,2020-05-01,Very small,Passiva mkt
24082292000117,2020-07-01,Very small,Lista ativa
24090288000109,2022-06-01,Very Small,Passiva mkt
24091920000120,2019-01-01,SEM PORTE DEFINIDO,Lista ativa
24093499000197,2021-05-01,Very small,Lista ativa
24093934000183,2020-04-01,Small,Evento
24122531000115,2018-01-01,Middle,Passiva mkt
24126479000175,2020-07-01,SEM PORTE DEFINIDO,Lista ativa
24143146000154,2020-03-01,Small,Passiva mkt
24144382000195,2021-01-01,Very Small,Lista ativa
24149893000108,2019-01-01,SEM PORTE DEFINIDO,Lista ativa
24168531000156,2018-09-01,SEM PORTE DEFINIDO,Lista ativa
24176468000108,2020-07-01,Middle,Indicação
24186412000126,2019-09-01,SEM PORTE DEFINIDO,Lista ativa
24205870000165,2019-12-01,Very small,Lista ativa
24216081000120,2021-08-01,Middle,Evento
24255324000139,2021-05-01,Small,Indicação
24264425000176,2019-05-01,SEM PORTE DEFINIDO,Lista ativa
24296850000147,2022-04-01,Middle,Lista ativa
24313483000142,2020-01-01,Very small,Passiva mkt
24326658000156,2021-03-01,Small,Lista ativa
24367904000118,2019-07-01,Small,Lista ativa
24392779000104,2022-03-01,Very small,Indicação
24406178000103,2021-08-01,Small,Lista ativa
24420890000159,2022-08-01,Very small,Indicação
24436600000165,2021-01-01,Very small,Lista ativa
24441177000191,2022-06-01,Small,Links patrocinados
24447612000195,2022-09-01,Small,Evento
24454136000130,2020-09-01,SEM PORTE DEFINIDO,Lista ativa
24498622000150,2021-03-01,Small,Evento
24506926000111,2021-07-01,Small,Lista ativa
24540771000130,2022-08-01,Very Small,Evento
24550729000108,2020-07-01,Very small,Lista ativa
24554569000167,2021-09-01,Very Small,Lista ativa
24567467000186,2022-07-01,Small,Evento
24574913000180,2018-05-01,SEM PORTE DEFINIDO,Lista ativa
24580587000113,2021-12-01,Very small,Passiva mkt
24603415000118,2019-12-01,SEM PORTE DEFINIDO,Lista ativa
24620316000144,2022-07-01,Middle,Evento
24641922000146,2022-09-01,Very small,Evento
24654821000100,2021-03-01,Small,Evento
24676381000191,2018-06-01,SEM PORTE DEFINIDO,Lista ativa
24707105000143,2022-08-01,Small,Evento
24715793000193,2021-01-01,Very Small,Passiva mkt
24717659000121,2021-02-01,Small,Lista ativa
24737178000188,2021-09-01,Small,Lista ativa
24743168000155,2018-12-01,SEM PORTE DEFINIDO,Lista ativa
24759024000197,2020-05-01,Very small,Lista ativa
24783329000134,2022-09-01,Middle,Lista ativa
24822411000120,2021-02-01,Small,Passiva mkt
24853805000146,2021-12-01,Small,Lista ativa
24854551000180,2021-02-01,Small,Lista ativa
24867925000100,2018-06-01,SEM PORTE DEFINIDO,Lista ativa
24876911000145,2020-08-01,Small,Passiva mkt
24880738000159,2021-02-01,Very Small,Lista ativa
24905379000147,2021-01-01,Very Small,Lista ativa
24914972000150,2019-11-01,SEM PORTE DEFINIDO,Lista ativa
24931984000192,2020-03-01,SEM PORTE DEFINIDO,Lista ativa
24957825000167,2020-09-01,Very small,Lista ativa
24958330000152,2022-06-01,Small,Passiva mkt
24990903000125,2019-09-01,SEM PORTE DEFINIDO,Lista ativa
24992371000165,2021-04-01,Middle,Evento
25003372000100,2021-03-01,Small,Evento
25011601000120,2020-12-01,Very small,Passiva mkt
25021140000177,2022-07-01,Middle,Lista ativa
25051409000168,2022-06-01,Small,Lista ativa
25053005000103,2020-10-01,Very small,Passiva mkt
25075008000148,2019-06-01,Small,Passiva mkt
25076424000160,2022-04-01,Small,Passiva mkt
25076779000150,2020-09-01,Middle,Lista ativa
25079967000131,2019-03-01,SEM PORTE DEFINIDO,Lista ativa
25106831000173,2021-12-01,Middle,Lista ativa
25108777000103,2021-10-01,Middle,Evento
25128483000135,2021-02-01,Middle,Lista ativa
25171732000175,2022-04-01,Very Small,Lista ativa
25178470000170,2022-07-01,Very Small,Evento
25195480000114,2022-01-01,Small,Passiva mkt
25235024000150,2018-10-01,SEM PORTE DEFINIDO,Lista ativa
25275658000137,2017-08-01,SEM PORTE DEFINIDO,Lista ativa
25285829000109,2021-12-01,Small,Passiva mkt
25308634000137,2019-04-01,SEM PORTE DEFINIDO,Lista ativa
25312273000100,2021-07-01,Middle,Lista ativa
25336704000160,2018-09-01,SEM PORTE DEFINIDO,Lista ativa
25343091000199,2021-09-01,Small,Links patrocinados
25381820000100,2019-10-01,SEM PORTE DEFINIDO,Lista ativa
26042379000196,2021-07-01,Middle,Lista ativa
26042467000198,2021-04-01,Small,Lista ativa
26053922000150,2019-06-01,SEM PORTE DEFINIDO,Lista ativa
26072130000123,2019-06-01,SEM PORTE DEFINIDO,Lista ativa
26079389000104,2021-02-01,Middle,Passiva mkt
26092586000155,2020-04-01,Very small,Lista ativa
26111114000100,2019-05-01,SEM PORTE DEFINIDO,Lista ativa
26122865000114,2019-06-01,SEM PORTE DEFINIDO,Lista ativa
26137065000177,2019-08-01,Small,Passiva mkt
26166096000156,2018-08-01,SEM PORTE DEFINIDO,Lista ativa
26167898000180,2018-10-01,Large,Lista ativa
26197158000197,2022-05-01,Small,Passiva mkt
26200462000146,2021-01-01,Small,Lista ativa
26205804000110,2021-09-01,Middle,Evento
26206825000150,2020-09-01,Very small,Lista ativa
26223252000173,2019-11-01,SEM PORTE DEFINIDO,Lista ativa
26229892000190,2022-01-01,Small,Passiva mkt
26246053000180,2020-12-01,Very small,Evento
26259092000112,2021-08-01,Small,Lista ativa
26294213000167,2020-07-01,Very small,Lista ativa
26303458000103,2019-02-01,SEM PORTE DEFINIDO,Lista ativa
26314062000161,2017-05-01,Large,Lista ativa
26334241000160,2020-07-01,SEM PORTE DEFINIDO,Lista ativa
26346089000136,2019-11-01,SEM PORTE DEFINIDO,Lista ativa
26352235000136,2018-10-01,SEM PORTE DEFINIDO,Lista ativa
26371672000105,2018-12-01,SEM PORTE DEFINIDO,Lista ativa
26401688000105,2019-12-01,Small,Evento
26419922000121,2021-01-01,Small,Lista ativa
26421323000142,2022-02-01,Small,Lista ativa
26426710000171,2020-04-01,Large,Indicação
26433946000135,2021-02-01,Small,Lista ativa
26439227000121,2022-08-01,Small,Links patrocinados
26439369000199,2018-03-01,Small,Indicação
26450708000138,2022-09-01,Very small,Passiva mkt
26455250000100,2020-06-01,Very small,Passiva mkt
26473274000191,2019-03-01,Small,Lista ativa
26484889000113,2021-08-01,Very small,Lista ativa
26492426000101,2021-05-01,Middle,Passiva mkt
26500973000183,2018-02-01,SEM PORTE DEFINIDO,Lista ativa
26504139000166,2021-01-01,Small,Lista ativa
26521219000120,2021-10-01,Middle,Lista ativa
26583968000181,2019-02-01,SEM PORTE DEFINIDO,Lista ativa
26588408000110,2019-07-01,SEM PORTE DEFINIDO,Lista ativa
